,Session,MoA,Location,Outline Link
0,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WRIT3002/2024-S1C-ND-CC
1,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WRIT2002/2024-S1C-ND-CC
2,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WRIT2000/2024-S2C-ND-CC
3,Semester 1 2024,Online,"Camperdown/Darlington, Sydney",/units/WRIT1002/2024-S1C-OL-CC
4,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WRIT1001/2024-S2C-ND-CC
5,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3026/2024-S2C-ND-CC
6,Semester 1 2024,Online,"Camperdown/Darlington, Sydney",/units/CAEL3022/2024-S1C-OL-CC
7,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3022/2024-S1C-ND-CC
8,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3021/2024-S2C-ND-CC
9,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3019/2024-S2C-ND-CC
10,Semester 2 2024,Online,"Camperdown/Darlington, Sydney",/units/CAEL3018/2024-S2C-OL-CC
11,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3018/2024-S2C-ND-CC
12,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3017/2024-S2C-ND-CC
13,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3016/2024-S2C-ND-CC
14,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3015/2024-S2C-ND-CC
15,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3014/2024-S2C-ND-CC
16,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL3014/2024-S1C-ND-CC
17,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2104/2024-S1C-ND-CC
18,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2102/2024-S1C-ND-CC
19,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2101/2024-S2C-ND-CC
20,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2098/2024-S2C-ND-CC
21,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2093/2024-S2C-ND-CC
22,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2092/2024-S1C-ND-CC
23,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2085/2024-S2C-ND-CC
24,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2085/2024-S1C-ND-CC
25,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2080/2024-S2C-ND-CC
26,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2076/2024-S1C-ND-CC
27,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2072/2024-S2C-ND-CC
28,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2072/2024-S1C-ND-CC
29,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2069/2024-S2C-ND-CC
30,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2055/2024-S2C-ND-CC
31,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2054/2024-S1C-ND-CC
32,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CAEL2053/2024-S2CIJL-BM-CC
33,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2053/2024-S1C-ND-CC
34,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2049/2024-S2C-ND-CC
35,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2049/2024-S1C-ND-CC
36,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2048/2024-S1C-ND-CC
37,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2046/2024-S1C-ND-CC
38,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CAEL2042/2024-S2CIJL-BM-CC
39,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2042/2024-S1C-ND-CC
40,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2041/2024-S2C-ND-CC
41,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2039/2024-S1C-ND-CC
42,Semester 2 2024,Online,"Camperdown/Darlington, Sydney",/units/CAVA1002/2024-S2C-OL-CC
43,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAVA1002/2024-S2C-ND-CC
44,Semester 1 2024,Online,"Camperdown/Darlington, Sydney",/units/CAVA1002/2024-S1C-OL-CC
45,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAVA1002/2024-S1C-ND-CC
46,Semester 2 2024,Online,"Camperdown/Darlington, Sydney",/units/CAVA1001/2024-S2C-OL-CC
47,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAVA1001/2024-S2C-ND-CC
48,Semester 1 2024,Online,"Camperdown/Darlington, Sydney",/units/CAVA1001/2024-S1C-OL-CC
49,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAVA1001/2024-S1C-ND-CC
50,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CIVL2700/2024-S1C-ND-CC
51,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BADP2005/2024-S2C-ND-CC
52,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DAAE1001/2024-S2C-ND-CC
53,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DAAE1002/2024-S1C-ND-CC
54,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM3625/2024-S2C-ND-CC
55,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM3621/2024-S1C-ND-CC
56,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM3607/2024-S2C-ND-CC
57,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM3961/2024-S1C-ND-CC
58,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM2609/2024-S2C-ND-CC
59,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM2603/2024-S1C-ND-CC
60,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM2601/2024-S1C-ND-CC
61,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM1603/2024-S2C-ND-CC
62,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM1602/2024-S2C-ND-CC
63,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PRFM1601/2024-S1C-ND-CC
64,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FILM3006/2024-S1C-ND-CC
65,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CIVL3310/2024-S1C-ND-CC
66,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SUCH3009/2024-S1C-ND-CC
67,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",Outline unavailable
68,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DAAE2012/2024-S2C-ND-CC
69,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNG2805/2024-S2C-ND-CC
70,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CIVL5320/2024-S2C-ND-CC
71,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CAEL2103/2024-S1C-ND-CC
72,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SUST2001/2024-S2C-ND-CC
73,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SUST1001/2024-S1C-ND-CC
74,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST3611/2024-S1C-ND-CC
75,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST3607/2024-S1C-ND-CC
76,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST2640/2024-S2C-ND-CC
77,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST2641/2024-S1C-ND-CC
78,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST1005/2024-S2C-ND-CC
79,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST1002/2024-S1C-ND-CC
80,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN3002/2024-S2C-ND-CC
81,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN3001/2024-S1C-ND-CC
82,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN2616/2024-S1C-ND-CC
83,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN2612/2024-S2C-ND-CC
84,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN2611/2024-S1C-ND-CC
85,Intensive December 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
86,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN1622/2024-S2C-ND-CC
87,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/SPAN1621/2024-S2CIJL-BM-CC
88,Intensive December 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
89,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SPAN1621/2024-S1C-ND-CC
90,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SOIL3888/2024-S2C-ND-CC
91,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ENVX3003/2024-S2C-ND-CC
92,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SOIL2005/2024-S1C-ND-CC
93,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG3609/2024-S2C-ND-CC
94,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG3612/2024-S1C-ND-CC
95,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG3608/2024-S2C-ND-CC
96,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG3601/2024-S1C-ND-CC
97,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG3701/2024-S1C-ND-CC
98,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG2637/2024-S1C-ND-CC
99,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG2613/2024-S2C-ND-CC
100,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG2601/2024-S1C-ND-CC
101,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG1002/2024-S2C-ND-CC
102,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG1001/2024-S1C-ND-CC
103,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS3603/2024-S1C-ND-CC
104,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS3601/2024-S1C-ND-CC
105,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCPL2601/2024-S1C-ND-CC
106,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS2606/2024-S2C-ND-CC
107,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS2607/2024-S2C-ND-CC
108,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS1003/2024-S2C-ND-CC
109,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS1001/2024-S1C-ND-CC
110,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SANS1002/2024-S2C-ND-CC
111,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SANS1001/2024-S1C-ND-CC
112,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT3857/2024-S2C-ND-CC
113,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT3624/2024-S2C-ND-CC
114,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT3623/2024-S2C-ND-CC
115,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/PMGT3612/2024-S2CIJL-BM-CC
116,Intensive June 2024,Block mode,"Camperdown/Darlington, Sydney",/units/PMGT3611/2024-S1CIJN-BM-CC
117,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT3851/2024-S2C-ND-CC
118,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT3850/2024-S1C-ND-CC
119,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT2854/2024-S2C-ND-CC
120,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT2855/2024-S1C-ND-CC
121,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT1865/2024-S2C-ND-CC
122,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PMGT1860/2024-S1C-ND-CC
123,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3997/2024-S2C-ND-CC
124,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3651/2024-S1C-ND-CC
125,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2228/2024-S2C-ND-CC
126,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2941/2024-S2C-ND-CC
127,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2941/2024-S1C-ND-CC
128,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT1102/2024-S2C-ND-CC
129,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3911/2024-S2C-ND-CC
130,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3619/2024-S2C-ND-CC
131,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3601/2024-S1C-ND-CC
132,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3115/2024-S2C-ND-CC
133,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3019/2024-S1C-ND-CC
134,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3015/2024-S1C-ND-CC
135,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP3011/2024-S2C-ND-CC
136,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP2616/2024-S1C-ND-CC
137,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP2612/2024-S2C-ND-CC
138,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP2011/2024-S1C-ND-CC
139,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP2012/2024-S2C-ND-CC
140,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP1003/2024-S2C-ND-CC
141,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP1001/2024-S2C-ND-CC
142,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOP1001/2024-S1C-ND-CC
143,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI3888/2024-S2C-ND-CC
144,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI3912/2024-S2C-ND-CC
145,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI3012/2024-S2C-ND-CC
146,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI3910/2024-S1C-ND-CC
147,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI3010/2024-S1C-ND-CC
148,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI3009/2024-S1C-ND-CC
149,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI2907/2024-S1C-ND-CC
150,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI2007/2024-S1C-ND-CC
151,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI2908/2024-S2C-ND-CC
152,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHSI2008/2024-S2C-ND-CC
153,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3888/2024-S2C-ND-CC
154,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3888/2024-S1C-ND-CC
155,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3937/2024-S2C-ND-CC
156,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3037/2024-S2C-ND-CC
157,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3936/2024-S1C-ND-CC
158,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3036/2024-S1C-ND-CC
159,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3935/2024-S2C-ND-CC
160,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3035/2024-S2C-ND-CC
161,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3934/2024-S1C-ND-CC
162,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS3034/2024-S1C-ND-CC
163,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/PHYS2921/2024-S1C-ND-CC
164,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS2912/2024-S2C-ND-CC
165,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS2012/2024-S2C-ND-CC
166,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS2911/2024-S1C-ND-CC
167,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS2011/2024-S1C-ND-CC
168,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1904/2024-S2C-ND-CC
169,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1902/2024-S2C-ND-CC
170,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1003/2024-S2C-ND-CC
171,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1903/2024-S1C-ND-CC
172,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1901/2024-S1C-ND-CC
173,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1002/2024-S1C-ND-CC
174,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHYS1001/2024-S1C-ND-CC
175,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS3050/2024-S1C-ND-CC
176,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS3071/2024-S2C-ND-CC
177,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS3071/2024-S1C-ND-CC
178,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS3062/2024-S2C-ND-CC
179,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS3062/2024-S1C-ND-CC
180,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS2035/2024-S2C-ND-CC
181,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS2032/2024-S1C-ND-CC
182,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/EXSS1036/2024-S2C-ND-CC
183,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOS1170/2024-S2C-ND-CC
184,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOS1170/2024-S1C-ND-CC
185,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3689/2024-S1C-ND-CC
186,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3686/2024-S2C-ND-CC
187,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3685/2024-S2C-ND-CC
188,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3684/2024-S1C-ND-CC
189,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3683/2024-S1C-ND-CC
190,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3681/2024-S1C-ND-CC
191,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3662/2024-S1C-ND-CC
192,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3655/2024-S1C-ND-CC
193,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3643/2024-S2C-ND-CC
194,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3639/2024-S1C-ND-CC
195,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3617/2024-S1C-ND-CC
196,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2675/2024-S1C-ND-CC
197,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2655/2024-S1C-ND-CC
198,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2647/2024-S2C-ND-CC
199,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2643/2024-S2C-ND-CC
200,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2623/2024-S1C-ND-CC
201,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2622/2024-S1C-ND-CC
202,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2618/2024-S1C-ND-CC
203,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/PHIL2617/2024-S1CIFE-BM-CC
204,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2617/2024-S1C-ND-CC
205,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2615/2024-S1C-ND-CC
206,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL1014/2024-S2C-ND-CC
207,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL1013/2024-S2C-ND-CC
208,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/PHIL1012/2024-S2CIJL-BM-CC
209,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL1012/2024-S2C-ND-CC
210,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL1011/2024-S1C-ND-CC
211,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3888/2024-S2C-ND-CC
212,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3911/2024-S1C-ND-CC
213,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3011/2024-S1C-ND-CC
214,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL2021/2024-S1C-ND-CC
215,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL2922/2024-S2C-ND-CC
216,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL2022/2024-S2C-ND-CC
217,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NUTM3888/2024-S2C-ND-CC
218,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NUTM3001/2024-S1C-ND-CC
219,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PSYC3914/2024-S2C-ND-CC
220,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PSYC3014/2024-S2C-ND-CC
221,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3922/2024-S2C-ND-CC
222,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3022/2024-S2C-ND-CC
223,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NEUR3906/2024-S1C-ND-CC
224,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NEUR3006/2024-S1C-ND-CC
225,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NEUR3905/2024-S1C-ND-CC
226,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NEUR3005/2024-S1C-ND-CC
227,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PSYC2915/2024-S1C-ND-CC
228,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PSYC2015/2024-S1C-ND-CC
229,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/NEUR2001/2024-S2C-ND-CC
230,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PSYC1002/2024-S2C-ND-CC
231,Intensive January 2024,Block mode,"Camperdown/Darlington, Sydney",/units/PSYC1002/2024-S1CIJA-BM-CC
232,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC3641/2024-S1C-ND-CC
233,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC3640/2024-S2C-ND-CC
234,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC3639/2024-S1C-ND-CC
235,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC3629/2024-S2C-ND-CC
236,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC3609/2024-S2C-ND-CC
237,Semester 1 2024,Normal day,Sydney,/units/MCGY3639/2024-S1C-ND-SC
238,Semester 1 2024,Normal day,Sydney,/units/MCGY3604/2024-S1C-ND-SC
239,Semester 2 2024,Normal day,Sydney,/units/MCGY3602/2024-S2C-ND-SC
240,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC3699/2024-S2C-ND-CC
241,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2693/2024-S2C-ND-CC
242,Semester 1 2024,Normal day,Sydney,/units/MUSC2696/2024-S1C-ND-SC
243,Semester 2 2024,Normal day,Sydney,/units/MUSC2675/2024-S2C-ND-SC
244,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2672/2024-S2C-ND-CC
245,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2666/2024-S2C-ND-CC
246,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2654/2024-S2C-ND-CC
247,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2653/2024-S1C-ND-CC
248,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2645/2024-S1C-ND-CC
249,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2644/2024-S2C-ND-CC
